user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Department of Health: COVID-19,,An official portal for Coronavirus (COVID-19) information by the National Department of Health.,20-10-2019 09:15,69391,100,612,FALSE,25-07-2020 07:56,"#HealthHighlights
The Diepsloot South Clinic in Johannesburg has #COVID19 safety and precautionary measures in plac… https://t.co/5tQI2rkpU6","['HealthHighlights', 'COVID19']",Twitter for Android,FALSE
Health World Data,Brazil,"HWD is a project created by Giovanni Soares, which consists of showing reliable and direct information related to the health area.",10-04-2020 17:05,60,8,11170,FALSE,25-07-2020 07:56,"#World🗺️ #Covid19
➖➖➖➖➖➖➖➖➖➖➖
➕ 24,465 New Cases,
➕ 1,155 New Deaths,
➖➖➖➖➖➖➖➖➖➖➖
➡️ 15,955,910 Cases,
➡️ 643,040 D… https://t.co/yvCHvbTt9R","['World', 'Covid19']",HWD,FALSE
Metro Mumbai News,"Mumbai, India",Breaking News Alerts from Mumbai and Maharashtra.,25-07-2017 16:14,997,24,88,FALSE,25-07-2020 07:56,"Total #COVID19 positive cases in #Maharashtra Police stand at 8,232 including 1,825 active cases, 6,314 recoveries… https://t.co/6WgO1MEw0I","['COVID19', 'Maharashtra']",Twitter for Android,FALSE
Odisha Government,,Odisha Government,20-04-2020 14:04,87,1,2,FALSE,25-07-2020 07:56,State Govt has announced to provide an amount of Rs 7500/- for handling and disposal of each #COVID19 positive dead… https://t.co/75cqZOq1TT,['COVID19'],Twitter for Android,FALSE
Gulf Today,"UAE, Sharjah",Keeping you informed on news and opinions from the UAE and the Middle East.,10-09-2009 21:42,41022,49,447,TRUE,25-07-2020 07:56,"#COVID19: Schlumberger slashes 21,000 jobs amid pandemic https://t.co/8TCIg38JWn",['COVID19'],Twitter Web App,FALSE
Dasaradh Sravanam,,calculators  calculates  calculations while manipulators manipulates  manipulations,27-01-2018 05:32,17,78,626,FALSE,25-07-2020 07:56,Best treatment for #COVID19 is given in the govt hospitals of Telangana based on the guidelines issued by… https://t.co/39h2OFqHvg,['COVID19'],Twitter for Android,FALSE
EV4GH,Belgium,a thematic working group of @H_S_Global; globally representative governance & secretariat @iphindia; #globalhealth #localchange; incubated in 2010 @itmantwerp,13-10-2011 13:16,5194,649,2558,FALSE,25-07-2020 07:56,“Together we move a mountain”: celebrating a decade of the Emerging Voices for Global Health network… https://t.co/pFDA8gDLTA,,Twitter Web App,FALSE
Mark Alvarez,"Salt Lake City, Utah",🔵⚪ Abogado/Lawyer • Escritor/Writer • Corredor/Runner • Penn Stater,22-07-2010 22:01,589,112,3533,FALSE,25-07-2020 07:56,Justices decline to intervene in dispute over Nevada COVID-19 restrictions https://t.co/pESiLLqvMe via @scotusblog #COVID19 #religion,"['COVID19', 'religion']",Twitter for iPhone,FALSE
الشارقة24,دولة الإمارات العربية المتحدة,"الشارقة 24 هو موقع إلكتروني إخباري تابع لحكومة إمارة الشارقة. 
Sharjah 24 is a 24 hour digital news website for the UAE Emirate of Sharjah",11-11-2014 06:44,31665,318,12,TRUE,25-07-2020 07:56,"#Obesity increases risks of death from #COVID19 
https://t.co/c6l6Z4JKPo 
#Sharjah24 https://t.co/IRX9yW5wQE","['Obesity', 'COVID19', 'Sharjah24']",Twitter Web App,FALSE
Doris Temme,,"Enjoy Arts and Entertainment.  I Love NYC! 
Billie Dawn:  ""WHAAAT""",29-08-2017 22:25,624,99,81290,FALSE,25-07-2020 07:56,@StormieJenny Big disappointments: #JeffFlake &amp; #MittRomney. Romney like Flake love $$$ &amp; power. Both have told Ame… https://t.co/BAOgv4kePa,"['JeffFlake', 'MittRomney']",Twitter Web App,FALSE
funnyboimcfr #bbnaija,"Abuja, Nigeria","Call make we talk 📲09073605806 Email: comedianfunnyb@gmail.com MC FunnyB, Wedding MC, Events Master Minder, OAP. AN ECONOMIST An ENTERTAINER Abia State Pikini",04-09-2015 20:23,319,988,393,FALSE,25-07-2020 07:56,I’m I the only one who don’t like Batman #alreadyvideo #movies #IMDb #bbnaijalockdown2020 #BBNaijia #COVID19,"['alreadyvideo', 'movies', 'IMDb', 'bbnaijalockdown2020', 'BBNaijia', 'COVID19']",Twitter for iPhone,FALSE
DoThink,,Blogging || Food || Travel || Technology || News,03-11-2019 10:29,61,191,31,FALSE,25-07-2020 07:56,"Periyar’s book of poems now in Hindi

https://t.co/XQSmSMEc36

#books #Periyar #poems #education #Tamil #Hindi… https://t.co/o6W1c8DCHO","['books', 'Periyar', 'poems', 'education', 'Tamil', 'Hindi']",Twitter Web App,FALSE
International Rescue Committee - UK,"London, England","Home of @RESCUEorg in the UK. Advocating for change. Responding to the world’s worst crises, helping people to survive, recover, & gain control of their future.",27-11-2009 15:12,19583,7096,5716,TRUE,25-07-2020 07:56,A group of teenage girls in Afghanistan have built a ventilator using old car parts to help their country’s fight a… https://t.co/6rF1ucYOrx,,Sprout Social,FALSE
The News Insight,New Delhi. ,"The News Insight (TNI), an English Fortnightly Newspaper, launched in May 2012. Digitally Active since May 2019. News Headlines 24x7.",27-09-2012 15:53,1487,408,22080,FALSE,25-07-2020 07:55,"Comparison of July 23 &amp; July 24 #Covid19 data - #Odisha &amp; #India . Improvement noticed. 

#IndiaFightsCorona… https://t.co/cpVgTrt0OS","['Covid19', 'Odisha', 'India', 'IndiaFightsCorona']",Twitter for Android,FALSE
LifeSurge,Mumbai,"LifeSurge is an Abans Group initiative, with a team of energized, motivated individuals set to change the way we perceive and approach optimal health.",26-09-2019 05:18,90,142,16,FALSE,25-07-2020 07:55,"#6. COVID-19 Mythbusters
#COVID19  #covid #mythbusters  #WHO #facts #awareness #health #lifesurgebiosciences https://t.co/VYwzzg4w16","['COVID19', 'covid', 'mythbusters', 'WHO', 'facts', 'awareness', 'health', 'lifesurgebiosciences']",Twitter Web App,FALSE
Ravi Shankar Prasad,India,"Law & Justice, Communications, Electronics & Information Technology Minister of India #DigitalIndia | MP, Patna Sahib Lok Sabha.  ",30-11-2013 07:42,4458475,477,9732,TRUE,25-07-2020 07:55,Inaugurated the first Covid Kiosk and Automatic Vending Machine at Patna JN railway station for passengers to trave… https://t.co/GMPMJjnbzY,,Twitter for Android,FALSE
India TV,India,India’s most watched Hindi News Channel. Follow for latest/breaking News Alerts from all over the Globe. FB:https://t.co/BUC2bw3ZhL,22-04-2009 11:26,1380348,47,176,TRUE,25-07-2020 07:55,"Uniform country-wide peak in COVID-19 cases will not happen: Expert | via @IndiaTVNews 
#coronavirus #COVID19 
https://t.co/bYLN2hhItl","['coronavirus', 'COVID19']",Twitter Web App,FALSE
Joe Walter,Honduras,🇭🇳 | Economista | Avicultor | Loyola University Alumnus🎓 @Loyola_NOLA,24-04-2012 02:06,66,200,1574,FALSE,25-07-2020 07:55,"""Choose your mask or #COVID19 will""

Credit: https://t.co/7TXty9Lw9Q https://t.co/KZClhKltIN",['COVID19'],Twitter for Android,FALSE
Exante Data,"New York, NY","Data driven insights before the consensus. Ex ante is better than ex post. Building Global Flow Analytics, COVID research & macro strategy for a global audience",11-10-2016 20:40,7617,349,302,FALSE,25-07-2020 07:55,"We track how #COVID19 is shutting down economy after economy via real-time traffic data.

Current countries in focu… https://t.co/c2aYdBOEZJ",['COVID19'],ExanteData Robots,FALSE
Swamp Fox,,"""I might not change the world, but I might inspire someone who can.""James Shaw, Jr. 
#GreenNewDeal  https://t.co/ryueFsGg2h  https://t.co/kN1odxfZKp
#Census2020",16-02-2012 21:12,2732,4909,9057,FALSE,25-07-2020 07:55,"It has come to this: @NormEisen, @tribelaw and @TimothyDSnyder  are telling us to go into the streets to save our R… https://t.co/v6evEgygbB",,Twitter Web App,FALSE
Lynn says #WearAMask 😷,,I'm a person who wants to do a lot of things trapped in the body of someone who wants to sleep a lot.,22-02-2013 14:19,3039,3003,79701,FALSE,25-07-2020 07:55,"Was away on a week long break, had Freeview on the TV. I've not watched BBC or Sky for many years but the standard… https://t.co/9vUxmcTiVA",,Twitter for Android,FALSE
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",07-03-2020 12:52,433,1,0,FALSE,25-07-2020 07:55,"1,106 new cases and 19 new deaths in Ukraine 

[8:55 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,FALSE
NestIn,,Nest-In is a steel-based modular construction brand by TATA Steel offering prefabricated structural solutions with the speediest installation.,28-05-2020 06:26,7,261,0,FALSE,25-07-2020 07:55,#TataSteel Nest-In's #prefabricated steel-based #quarantine and #isolationcabins are used to boost the #healthcare… https://t.co/iKjmQrE2hf,"['TataSteel', 'prefabricated', 'quarantine', 'isolationcabins', 'healthcare']",Twitter Web App,FALSE
Janta Ka Reporter,,Leading the media revolution in India! Send your write ups to ireport@jantakareporter.com,01-02-2015 17:34,163331,261,941,TRUE,25-07-2020 07:55,"Madhya Pradesh Chief Minister Shivraj Singh Chouhan tests positive for COVID-19, goes into quarantine #covid19 https://t.co/WolRNKpfBl",['covid19'],Twitter Web App,FALSE
TOI Mumbai,Mumbai,Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mkZBr,13-04-2009 12:56,202645,82,27,TRUE,25-07-2020 07:55,"Mumbai: 18 cops, including the senior inspector of Naya Nagar police station in Mira Road test positive for #Covid19.",['Covid19'],TweetDeck,FALSE
Lady Lawson of Galloway #BorisHasFailed,Spain (roaming),Determined not to let Brexit erase my identity #JeSuisEuropean,07-07-2014 12:19,2730,3108,25546,FALSE,25-07-2020 07:55,.@BBCBreakfast @rachelburden don’t forget Boris initially told EVERYONE over 70 they were at risk before ‘most at r… https://t.co/zWY0SSEMdU,,Twitter for iPhone,FALSE
Mae Ilisan,Singapore,wanderer • reader • coffee/tea drinker,26-10-2009 11:23,151,171,100,FALSE,25-07-2020 07:55,"Off day brunch 😋

A #mayday tradition since a few years back but missed it this year all thanks to #covid19 😒
.… https://t.co/DgOSkV74UU","['mayday', 'covid19']",Instagram,FALSE
VoxEU,"London, United Kingdom","VoxEU is a policy portal run by @cepr_org. It posts research based policy analysis from leading economists.
Visit our development economics branch @vox_dev",07-07-2008 14:16,43685,108,2707,FALSE,25-07-2020 07:55,"“The #Covid19 shock necessitates a significant extension of the time horizon for fiscal policy”, says Heikki Oksane… https://t.co/tDVv4aE27Z",['Covid19'],Integromat,FALSE
{|I{•---» 🎀𝒰𝒿𝒿𝓌𝒶𝓁 🎀 »---•}I|},"gautambudh nagar, uttarpradesh","Journalist in Action.. Ex employee of #India_News , #Sadhna .. $ Always fight for the things you love..$



🙏👉  #_ Proud Bihari _# 👈🙏",23-08-2015 16:44,180,1225,9924,FALSE,25-07-2020 07:55,"PTI_News: 139 new #COVID19 cases in #Puducherry, tally 2,654, active cases 1,055; toll rises to 38 with 3 more deat… https://t.co/P3pQKsPm7P","['COVID19', 'Puducherry']",IFTTT,FALSE
YGee💥,"Eldoret, Kenya","Technologist, 3D artist",20-09-2018 08:16,468,996,658,FALSE,25-07-2020 07:55,Pure Computer generated ....hands on maya  #COVID19 https://t.co/rdBvEdbt4Q,['COVID19'],Twitter for Android,FALSE
{|I{•---» 🎀𝒰𝒿𝒿𝓌𝒶𝓁 🎀 »---•}I|},"gautambudh nagar, uttarpradesh","Journalist in Action.. Ex employee of #India_News , #Sadhna .. $ Always fight for the things you love..$



🙏👉  #_ Proud Bihari _# 👈🙏",23-08-2015 16:44,180,1225,9924,FALSE,25-07-2020 07:55,PTI_News: Madhya Pradesh CM Shivraj Singh Chouhan says he has tested #COVID19 positive,['COVID19'],IFTTT,FALSE
{|I{•---» 🎀𝒰𝒿𝒿𝓌𝒶𝓁 🎀 »---•}I|},"gautambudh nagar, uttarpradesh","Journalist in Action.. Ex employee of #India_News , #Sadhna .. $ Always fight for the things you love..$



🙏👉  #_ Proud Bihari _# 👈🙏",23-08-2015 16:44,180,1225,9924,FALSE,25-07-2020 07:55,"PTI_News: CM Uddhav Thackeray says he is not in favour of complete lifting of #lockdown in Maharashtra, says there… https://t.co/bKAC8rxRxU",['lockdown'],IFTTT,FALSE
Roxanne Wilcox,"Georgia, USA","Health Education and Health Promotion  @ ASU 🔱
Director of Get Out and Walk Hinesville, 
No More ODs, Liberty County Naloxone Distributor",07-07-2020 06:18,23,35,17,FALSE,25-07-2020 07:55,@JohnsHopkins and @coursera offer a self-paced COVID-19 contact tracing course absolutely FREE. Take the opportunit… https://t.co/5diTXkKgpV,,Twitter for Android,FALSE
Laughing Pig,Down at the Farm,"A series of farms where human farmer's own human livestock.
We're all in up to our necks! 🇬🇧 🐽",07-02-2018 13:37,87,131,534,FALSE,25-07-2020 07:55,"Funny how these cretins with masks have started piping up now, they've been mute for months on the streets not a f*… https://t.co/k05IgOmm8q",,Twitter for Android,FALSE
Gerald Johnson,,,05-08-2009 01:29,112,540,1627,FALSE,25-07-2020 07:55,"@GovParsonMO 
If @realDonaldTrump isn't willing to risk the health of his own child then why are you forcing other… https://t.co/QoLmUIvxSp",,Twitter Web App,FALSE
Koffi John,Ghana,,16-04-2020 22:30,979,0,0,FALSE,25-07-2020 07:55,Life is perfect when you see good opportunity and you make use of it. Yes!!! That's it!  @adekoya40 infact you are… https://t.co/OKQVWVu4TD,,Twitter for Android,FALSE
{|I{•---» 🎀𝒰𝒿𝒿𝓌𝒶𝓁 🎀 »---•}I|},"gautambudh nagar, uttarpradesh","Journalist in Action.. Ex employee of #India_News , #Sadhna .. $ Always fight for the things you love..$



🙏👉  #_ Proud Bihari _# 👈🙏",23-08-2015 16:44,180,1225,9924,FALSE,25-07-2020 07:55,PTI_News: #COVID19 Uttarakhand Devasthanam Board issues revised standard operating procedure allowing asymptomatic… https://t.co/kdofH8hyAT,['COVID19'],IFTTT,FALSE
Jenny,,,14-12-2012 11:05,1632,2454,4481,FALSE,25-07-2020 07:55,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/wefLGOsgcK",['COVID19'],Twitter Web App,FALSE
Luhan Virus,,"#MAGA
🇮🇱🇺🇸
#IBelieveTara
#LesDeplorables
#AntiRa
#KAG
@NewFacesGOP
#JewsForTrump
#DoNothingDemocrats",30-07-2019 16:31,1601,1841,19551,FALSE,25-07-2020 07:55,Why are Democrats blaming @POTUS for anything #COVID19 related. This all Covid stuff is a result of an inflammatory… https://t.co/S7bY5Eckjq,['COVID19'],Twitter Web App,FALSE
Scatter Kindness (RunnerGirl),,,30-04-2011 21:47,100,377,37601,FALSE,25-07-2020 07:55,"This is patriotism! Fighting for our constitutional rights to protest. I'm so proud of the veterans, moms, young ad… https://t.co/WzUxvr0lBB",,Twitter for Android,FALSE
vicky thompson,"South West, England",work for @mercer Financial Planning | love all things #merceractive 🚴‍♀️🏃🏼‍♀️and anything #culture and #engagement focused | views my own,24-07-2019 10:24,438,670,4926,FALSE,25-07-2020 07:55,Feeling traumatised is a normal response to an abnormal situation. See how #UK employees can manage trauma associat… https://t.co/dz9Jr5ro2e,['UK'],Dynamic Signal,FALSE
Caribbean Business Report,,Bringing you the truest essence of the region with INTEGRITY and RELIABILITY,05-07-2019 22:52,160,24,37,FALSE,25-07-2020 07:55,The #Belize Sugar Industries (BSI) is reporting a decrease in production at the end of this year’s sugar season tha… https://t.co/mQRKUCWl8J,['Belize'],Twitter Web App,FALSE
Joanna Grant,"Royal Tunbridge Wells, England","Chief Nurse. Director of Solutions in Healthcare Ltd. Passionate about children's nursing #CYPnurse. Proud Mum, Grandma & dog owner! All views are my own",02-02-2017 23:29,391,662,1215,FALSE,25-07-2020 07:55,"Interesting results from Kings College #COVID19 #CYPnurse 
https://t.co/My7M3Ef9Fs","['COVID19', 'CYPnurse']",Twitter for iPhone,FALSE
UN Geneva,"Geneva, Switzerland","Official account of the United Nations Office at Geneva (UNOG)
En français: https://t.co/Ocg3M4d43o
https://t.co/QTFi68voix 
https://t.co/inf8Qc1HUH 
https://t.co/5ezfbQu3jY",08-07-2010 12:55,530112,1661,18840,TRUE,25-07-2020 07:55,"#COVID19: 40M children have missed out on early childhood education, millions under 5 are left without adult superv… https://t.co/QS11KR8Wyt",['COVID19'],TweetDeck,FALSE
Dr. ir Johannes Drooghaag (JD),"Germany, Europe",Proud Dad ° CEO of Spearhead Management @Spearheadman https://t.co/Bl2EuWOwed ° Content creator at #GotAMinute @minute_got ° @JD_Publishing 🇳🇱🇪🇺,18-08-2015 13:57,26647,4157,186740,FALSE,25-07-2020 07:54,"🔵 Covid-19 can be a prolonged illness, even for young adults, CDC report says

#COVID19 #coronavirus
https://t.co/6jg9fyamya","['COVID19', 'coronavirus']",Twitter for iPad,FALSE
rhea go 王清清,Philippines,"🇵🇭🇨🇳🐇♓️🚺
Dancer|influencer|Singer|Actor
🎓 #YMCA #CKSC #DLSU Bs-Chem 
👉 https://t.co/vt1eXHxgRZ 
📲 Instagram/Tiktok👉 @xandz34
🔄 i do Followback",01-11-2009 23:46,442,4238,165,FALSE,25-07-2020 07:54,"Whatever rules we have, this are all prevention and not cure. It is not 100% guaranteed also
So we must be aware, b… https://t.co/8ycis43kwC",,Twitter for Android,FALSE
Stilt,"San Francisco, CA","Financial services for immigrants, visa holders, and the underserved - https://t.co/VvZcGd5DlB (YC W16)
#BlackLivesMatter",02-06-2015 07:30,372,8,65,FALSE,25-07-2020 07:54,"Overall, 3.8 million #Immigrants work in the U.S. food sector.They are among the essential workers who leave the sa… https://t.co/fXolvlj8sh",['Immigrants'],TweetDeck,FALSE
Rachel,Stoke on Trent,,17-03-2011 14:45,120,319,2418,FALSE,25-07-2020 07:54,Within 5 minutes I've noticed 4 men walk onto the petrol station and Starbucks without masks. So the new rule is working out well #COVID19,['COVID19'],Twitter for Android,FALSE
YesPunjab.com (For Punjabi follow @BawaHs),Punjab,https://t.co/L8t5kU2S6h #News #Entertainment #Website with focus on #Punjab #NRIs #India by #HSBawa @bawahs #Journalist. https://t.co/SkG9zabiMw,10-12-2010 09:11,113245,151309,41,FALSE,25-07-2020 07:54,"MP CM #ShivrajSinghChouhan tests positive for #Covid19
https://t.co/CwiuegXwS3 https://t.co/Jc9BN27Arm","['ShivrajSinghChouhan', 'Covid19']",Hootsuite Inc.,FALSE
Mind Education School Academy,"Oxford, England / World Wide ","Creator, Director of Mind Education School Limited, Alternative Education. MES Academy,  Mentor, Teacher. Online Mentoring. Education from the Heart❤️",22-05-2015 08:14,10428,9210,44697,FALSE,25-07-2020 07:54,Everyone is good at Heart ❤ it's mentally ill people that create more mental illness in others. 😥I'm not very polit… https://t.co/mnNn2mNv1X,,Twitter for Android,FALSE
The Pioneer,,Twitter account of India's leading independent right-thinking newspaper.,21-01-2012 16:23,22663,109,91,TRUE,25-07-2020 07:54,#COVID19: #Vietnam has reported the first local case of #COVID_19 in over three months. #coronavirus… https://t.co/RAJPMTfl5X,"['COVID19', 'Vietnam', 'COVID_19', 'coronavirus']",Twitter Web App,FALSE
The New Indian Express,Chennai,"All the tweets for breaking news & views.
Facebook: https://t.co/2JWnDQzN07
YouTube: https://t.co/j6jQDbuEjK",05-12-2009 09:24,445271,552,540,TRUE,25-07-2020 07:54,"Disinfectants being sprayed at the #COVID19 testing centre at Kamarajar avenue in Chennai.
Express Photos |… https://t.co/AhBJufFez2",['COVID19'],Twitter Web App,FALSE
P.M.John,"Scottsdale, AZ","What's Character except the determination of incidences, What's Incidence except the Illustration of Character?",16-12-2009 08:22,580,180,43464,FALSE,25-07-2020 07:54,@gbponz @chigrl #COVID19 will have ramifications beyond WW2.,['COVID19'],Twitter for Android,FALSE
Liaison Ngo-Unesco ,Paris,The UNESCO partnership with non-governmental organizations (NGOs) representing civil society constitutes a valuable cooperation network in the service of people,27-02-2014 12:46,1337,212,1937,FALSE,25-07-2020 07:54,Impact of the crisis on culture #ShareCulture #Partnerships #COVID19 @UNESCO @NgoUnesco https://t.co/r6Q9H5N1Qd,"['ShareCulture', 'Partnerships', 'COVID19']",Twitter for iPhone,FALSE
Mdelight Solutions,,"https://t.co/HAmtf1F4MZ

We provide the best technological services.
Web development.
Mobile App Development.
Machine Learning 
AI assistants and Chat bot sytems.",05-06-2020 09:32,4,7,21,FALSE,25-07-2020 07:54,"#100DaysOfCode 

#javascript 
Day 47
Organic growth for my site https://t.co/XRafqG6VrM
with Machine Learning and A… https://t.co/s8Wgm1ICqd","['100DaysOfCode', 'javascript']",Twitter Web App,FALSE
Christopher Decker,,,15-03-2013 10:21,21,72,4,FALSE,25-07-2020 07:54,The #oil industry is impacting #COVID19 relief for the #MiddleEast and #CentralAsia.  #globalization #economy… https://t.co/9dzjRzNrBT,"['oil', 'COVID19', 'MiddleEast', 'CentralAsia', 'globalization', 'economy']",LinkedIn,FALSE
Danny Nel,"ÜT: -26.712692,27.104824","Agricultural economist, networker, artlover, philosopher and holistic life coach.  Where will we look? This is it!  The truth will set us free.  Suid Afrika Bo!",14-03-2010 22:18,6042,6601,15939,FALSE,25-07-2020 07:54,"Why #SouthAfrica 🇿🇦

The only country with  #CigaretteBan  during #Lockdown

#ANC-led gov robs the state with R53mi… https://t.co/sr6LI41iYz","['SouthAfrica', 'CigaretteBan', 'Lockdown', 'ANC']",Twitter for Android,FALSE
OsNetDaily,HomePage: ,Your Guide Through The Matrix,14-06-2013 14:53,245,18,0,FALSE,25-07-2020 07:54,"Is #BigTech Planning A Massive Purge To Coincide With The #CovidVaccineRace Release?
https://t.co/kk6P2iLvbx
#nwo,… https://t.co/sclxGa898N","['BigTech', 'CovidVaccineRace', 'nwo']",Twitter Web App,FALSE
PeoplesParty,,"The Devil whispered in my ear, ""You're not strong enough to withstand the storm."" Today I whispered in the Devil's ear, ""I am the storm.""",29-10-2011 03:14,2593,1640,103709,FALSE,25-07-2020 07:54,It’s really sad that we need to keep telling people to wear a face mask. If we all do this for two-three weeks we w… https://t.co/vDXF0ISwkD,,Twitter for iPad,FALSE
Roberto Abramowitz,Upstate New York City,"Broadcaster for NYCFC radio, NFLonCBS, HBO & others. Ex-ESPN Dep./Int., ESPN Dep. Radio. Editor for Fútbol Mundial. Gringo de nacimiento, Chilango de corazón.",20-07-2015 22:41,14441,2480,186958,TRUE,25-07-2020 07:54,"“Corolla Virus.”
So make up your mind folks. Was it the Chinese or the Japanese who invented this #COVID19 virus?
B… https://t.co/Bpp7tNrKMb",['COVID19'],Twitter for iPhone,FALSE
BOOM Live,"Mumbai, India","IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe",16-03-2014 03:52,61426,1179,1784,TRUE,25-07-2020 07:54,"Madhya Pradesh Chief Minister @ChouhanShivraj has tested positive for #COVID19, he announced in a tweet. Chouhan is… https://t.co/3vGy2T3f8D",['COVID19'],Twitter Web App,FALSE
Driver Theory Belfast,,"We offer a host of professional, reliable services for new and existing PSV, PCV, LGV and learner drivers. Training in excellence. It's what we do.",21-05-2020 23:22,34,305,20,FALSE,25-07-2020 07:54,"🚛🚕🚌 WATCH below for first look at the DTB classroom 🚌🚕🚛

&gt; FIRST classroom course this Tuesday 28th July &lt;
&gt; ONLINE… https://t.co/MUUib8NzSO",,Twitter for Android,FALSE
Bairdy,,"Centrist & a Villa fan, who anyone left of right would accuse of being right of left. Here for discussion. Let's be respectful. Family first.",10-12-2009 14:57,338,307,24768,FALSE,25-07-2020 07:54,"Looks like T-Cell immunity is a BIG factor in beating the #COVID19 pandemic (well, blow me).

No spikes after all o… https://t.co/oV5MYTSAe5",['COVID19'],Twitter for Android,FALSE
Stn Advertiser,Standerton,The most factual and reliable sold community publication in the Highveld.,31-10-2013 16:25,603,791,64,FALSE,25-07-2020 07:54,"#Covid19 Positive cases reach 421 996. Covid-19 cases continue to rise rapidly across the country, as the so-called… https://t.co/507jwckBfh",['Covid19'],Fabrik.fm,FALSE
Dr Ali G,"Newcastle Upon Tyne, England",NHS GP with a passion for all things political ! #WearAMask #NotMovingOn #IAmEuropean #BeKind,30-08-2012 19:36,384,478,24807,FALSE,25-07-2020 07:54,"@grantfeller Good point. 
She also missed the opportunity to question the date of UK #lockdown - announced on 23rd… https://t.co/VmqIv7Fbej",['lockdown'],Twitter for iPad,FALSE
www.THEPIGEONEXPRESS.com,online,The Pigeon Express @PigeonExpress_ || News Feed Loop,30-10-2018 05:54,1002,109,4100,FALSE,25-07-2020 07:54,"""Just felt it wrong,"" Donald Trump says, cancelling Republican convention in Florida amid rising coronavirus cases.… https://t.co/dPy95I0pXL",,TweetDeck,FALSE
Julian Winn 💙 😷,Southampton & Rhos-on-Sea,"Strategy, health & service improvement; Lean (esp. in ED, medicines mgt & ePrescribing). Member of https://t.co/gdzLlA58i7;  https://t.co/0Sd0b2Ty1y",26-10-2019 18:25,96,208,113,FALSE,25-07-2020 07:53,"""..will share information about their manufacturing facilities, capacity, raw materials and other supplies needed t… https://t.co/WwbWwwYfVk",,Twitter Web App,FALSE
Ali hamza,,,11-07-2020 06:21,0,4,0,FALSE,25-07-2020 07:53,We want delay in ecat because-of covid-19 it is very dangerous for us #delayEcat #COVID19 #ImranKhan @ImranKhanPTI… https://t.co/PITN8LrH18,"['delayEcat', 'COVID19', 'ImranKhan']",Twitter for iPhone,FALSE
Baaghi TV باغی ٹی وی,Pakistan,"A digital web news network of Pakisan prevailing truth, justice and accountability shunning corruption, injustice, crime and terrorism. #BaaghiTV",17-12-2012 13:56,37167,5,1382,TRUE,25-07-2020 07:53,"COVID-19: Amitabh Bachchan seeks help from God for quick recovery

@SrBachchan @BaaghiTV  #COVID19,… https://t.co/YAr0dRmxb1",['COVID19'],Twitter Web App,FALSE
South Coast Herald,Port Shepstone,Your trusted leaders with local news,23-03-2011 07:56,5783,663,695,FALSE,25-07-2020 07:53,"#Covid19 Positive cases reach 421 996. Covid-19 cases continue to rise rapidly across the country, as the so-called… https://t.co/fxfEuQFkjH",['Covid19'],Fabrik.fm,FALSE
Sandton Chronicle,"Johannesburg, South Africa","Focused on reporting on everything local - news, crime, events, entertainment, and schools in the Sandton area.",31-08-2010 06:58,9466,1529,510,FALSE,25-07-2020 07:53,"#Covid19 Positive cases reach 421 996. Covid-19 cases continue to rise rapidly across the country, as the so-called… https://t.co/v0bDArUatQ",['Covid19'],Fabrik.fm,FALSE
Quest Consulting,Yorkshire,"Helping businesses unravel the red tape of employment law and Health & Safety. Straight talking, simple and affordable advice!",08-08-2010 18:55,4178,4342,145,FALSE,25-07-2020 07:53,A round up of this weeks FAQ's on shielding and furlough as well as advice on holidays and staff productivity when… https://t.co/4JVQBWndUL,,Hootsuite Inc.,FALSE
Rising Sun Overport,Durban,,12-05-2014 10:51,720,31,90,FALSE,25-07-2020 07:53,"#Covid19 Positive cases reach 421 996. Covid-19 cases continue to rise rapidly across the country, as the so-called… https://t.co/6YtLmlLMR4",['Covid19'],Fabrik.fm,FALSE
Rev Dr Stephanie Dowrick,"Sydney, Australia","Writer/social activist/minister. Books include Intimacy & Solitude, Choosing Happiness, Forgiveness & Other Acts of Love, Seeking the Sacred, Heaven on Earth.",15-10-2010 01:23,7750,3129,46163,FALSE,25-07-2020 07:53,This is profoundly concerning. There’s huge #COVID19 risks in nation with world’s worst pandemic management. There… https://t.co/IMf46r23og,['COVID19'],Twitter for iPhone,FALSE
Rosebank Killarney,Johannesburg,All your local news supplied by the Rosebank Killarney Gazette,31-08-2010 08:55,5505,1313,348,FALSE,25-07-2020 07:53,"#Covid19 Positive cases reach 421 996. Covid-19 cases continue to rise rapidly across the country, as the so-called… https://t.co/vzyvkJOH0d",['Covid19'],Fabrik.fm,FALSE
